"","Municipio","Mesa","Cargo","Lista","Votos","VE","Year","Circuito"
"81546","SALTA",1124,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",129,"0",2007,"2K"
"81547","SALTA",1124,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",28,"0",2007,"2K"
"81550","SALTA",1124,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"2K"
"81551","SALTA",1124,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"2K"
"81571","EMBARCACION",3692,"GOBERNADOR","PJ - FRE.JU.VI.",126,"0",2007,"40A"
"81572","EMBARCACION",3692,"SENADOR","PJ - FRE.JU.VI.",126,"0",2007,"40A"
"81573","EMBARCACION",3692,"DIPUTADO","PJ - FRE.JU.VI.",128,"0",2007,"40A"
"81581","EMBARCACION",3692,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"40A"
"81582","EMBARCACION",3692,"SENADOR","PARTIDO HUMANISTA",0,"0",2007,"40A"
"81583","EMBARCACION",3692,"DIPUTADO","PARTIDO HUMANISTA",0,"0",2007,"40A"
"81590","EMBARCACION",3692,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",3,"0",2007,"40A"
"81591","EMBARCACION",3692,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",4,"0",2007,"40A"
"81592","EMBARCACION",3692,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",4,"0",2007,"40A"
"81617","EMBARCACION",3692,"DIPUTADO","UNION VICTORIA POPULAR",0,"0",2007,"40A"
"81621","EMBARCACION",3692,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"40A"
"81623","EMBARCACION",3692,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"40A"
"81624","EMBARCACION",3692,"SENADOR","PARTIDO DEL OBRERO",0,"0",2007,"40A"
"81625","EMBARCACION",3692,"DIPUTADO","PARTIDO DEL OBRERO",0,"0",2007,"40A"
"81626","EMBARCACION",3692,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"40A"
"81629","EMBARCACION",3692,"GOBERNADOR","PROPUESTA SALTENA",3,"0",2007,"40A"
"81630","EMBARCACION",3692,"DIPUTADO","PROPUESTA SALTENA",4,"0",2007,"40A"
"81637","EMBARCACION",3692,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",173,"0",2007,"40A"
"81638","EMBARCACION",3692,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",155,"0",2007,"40A"
"81639","EMBARCACION",3692,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",152,"0",2007,"40A"
"81642","EMBARCACION",3692,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"40A"
"81643","EMBARCACION",3692,"GOBERNADOR","CONCERTACION SALTENA",4,"0",2007,"40A"
"81644","EMBARCACION",3692,"SENADOR","CONCERTACION SALTENA",4,"0",2007,"40A"
"81645","EMBARCACION",3692,"DIPUTADO","CONCERTACION SALTENA",4,"0",2007,"40A"
"81657","EMBARCACION",3692,"GOBERNADOR","VOTOS EN BLANCO",17,"0",2007,"40A"
"81658","EMBARCACION",3692,"SENADOR","VOTOS EN BLANCO",42,"0",2007,"40A"
"81659","EMBARCACION",3692,"DIPUTADO","VOTOS EN BLANCO",39,"0",2007,"40A"
"81696","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","PJ - FRE.JU.VI.",104,"1",2007,"31A"
"81699","SALTA",1124,"GOBERNADOR","CONCERTACION SALTENA",5,"0",2007,"2K"
"81700","SALTA",1124,"DIPUTADO","CONCERTACION SALTENA",6,"0",2007,"2K"
"81712","SALTA",1124,"GOBERNADOR","VOTOS EN BLANCO",20,"0",2007,"2K"
"81713","SALTA",1124,"DIPUTADO","VOTOS EN BLANCO",33,"0",2007,"2K"
"81746","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","PJ - FRE.JU.VI.",120,"1",2007,"31A"
"81747","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","PJ - FRE.JU.VI.",110,"1",2007,"31A"
"81748","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","PJ - FRE.JU.VI.",110,"1",2007,"31A"
"81757","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","PARTIDO HUMANISTA",2,"1",2007,"31A"
"81758","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","PARTIDO HUMANISTA",2,"1",2007,"31A"
"81759","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","PARTIDO HUMANISTA",2,"1",2007,"31A"
"81768","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"31A"
"81769","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"31A"
"81770","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"31A"
"81796","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"31A"
"81797","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","PARTIDO DEL OBRERO",7,"1",2007,"31A"
"81798","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","PARTIDO DEL OBRERO",8,"1",2007,"31A"
"81799","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","PARTIDO DEL OBRERO",8,"1",2007,"31A"
"81803","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","PARTIDO NUEVA GENERACION",3,"1",2007,"31A"
"81806","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","PROPUESTA SALTENA",1,"1",2007,"31A"
"81807","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","PROPUESTA SALTENA",1,"1",2007,"31A"
"81808","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","PROPUESTA SALTENA",1,"1",2007,"31A"
"81816","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",173,"1",2007,"31A"
"81817","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",145,"1",2007,"31A"
"81818","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",157,"1",2007,"31A"
"81821","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"31A"
"81822","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"31A"
"81823","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"31A"
"81826","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","CONCERTACION SALTENA",1,"1",2007,"31A"
"81827","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","CONCERTACION SALTENA",2,"1",2007,"31A"
"81828","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","CONCERTACION SALTENA",2,"1",2007,"31A"
"81840","S. RAMON DE LA NUEVA ORAN",3610,"GOBERNADOR","VOTOS EN BLANCO",23,"1",2007,"31A"
"81841","S. RAMON DE LA NUEVA ORAN",3610,"SENADOR","VOTOS EN BLANCO",62,"1",2007,"31A"
"81842","S. RAMON DE LA NUEVA ORAN",3610,"DIPUTADO","VOTOS EN BLANCO",50,"1",2007,"31A"
"81879","SALTA",1123,"GOBERNADOR","PJ - FRE.JU.VI.",121,"0",2007,"2K"
"81880","SALTA",1123,"DIPUTADO","PJ - FRE.JU.VI.",90,"0",2007,"2K"
"81885","SALTA",1123,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",0,"0",2007,"2K"
"81891","SALTA",1123,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",26,"0",2007,"2K"
"81893","SALTA",1123,"GOBERNADOR","PARTIDO HUMANISTA",1,"0",2007,"2K"
"81894","SALTA",1123,"DIPUTADO","PARTIDO HUMANISTA",1,"0",2007,"2K"
"81903","SALTA",1123,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"2K"
"81904","SALTA",1123,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"2K"
"81907","SALTA",1123,"DIPUTADO","FRENTE GRANDE",41,"0",2007,"2K"
"81922","SALTA",1123,"DIPUTADO","CORRIENTE PATRIA LIBRE",25,"0",2007,"2K"
"81931","SALTA",1123,"DIPUTADO","UNION VICTORIA POPULAR",1,"0",2007,"2K"
"81935","SALTA",1123,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",2,"0",2007,"2K"
"81936","SALTA",1123,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",2,"0",2007,"2K"
"81940","SALTA",1123,"GOBERNADOR","PARTIDO DEL OBRERO",9,"0",2007,"2K"
"81941","SALTA",1123,"DIPUTADO","PARTIDO DEL OBRERO",9,"0",2007,"2K"
"81944","SALTA",1123,"DIPUTADO","VECINOS UNIDOS",38,"0",2007,"2K"
"81946","SALTA",1123,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"2K"
"81947","SALTA",1123,"DIPUTADO","PARTIDO NUEVA GENERACION",0,"0",2007,"2K"
"81952","SALTA",1123,"GOBERNADOR","PROPUESTA SALTENA",8,"0",2007,"2K"
"81953","SALTA",1123,"DIPUTADO","PROPUESTA SALTENA",12,"0",2007,"2K"
"81961","SALTA",1123,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",161,"0",2007,"2K"
"81962","SALTA",1123,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",38,"0",2007,"2K"
"81965","SALTA",1123,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"2K"
"81966","SALTA",1123,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"2K"
"81969","SALTA",1123,"GOBERNADOR","CONCERTACION SALTENA",3,"0",2007,"2K"
"81970","SALTA",1123,"DIPUTADO","CONCERTACION SALTENA",4,"0",2007,"2K"
"81982","SALTA",1123,"GOBERNADOR","VOTOS EN BLANCO",10,"0",2007,"2K"
"81983","SALTA",1123,"DIPUTADO","VOTOS EN BLANCO",28,"0",2007,"2K"
"81987","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","PJ - FRE.JU.VI.",97,"1",2007,"31A"
"81988","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","PJ - FRE.JU.VI.",97,"1",2007,"31A"
"81997","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","PARTIDO HUMANISTA",2,"1",2007,"31A"
"81998","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","PARTIDO HUMANISTA",2,"1",2007,"31A"
"81999","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","PARTIDO HUMANISTA",2,"1",2007,"31A"
"82008","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"31A"
"82009","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"31A"
"82010","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"31A"
"82036","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"1",2007,"31A"
"82037","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","PARTIDO DEL OBRERO",9,"1",2007,"31A"
"82038","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","PARTIDO DEL OBRERO",8,"1",2007,"31A"
"82039","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","PARTIDO DEL OBRERO",8,"1",2007,"31A"
"82043","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"1",2007,"31A"
"82046","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","PROPUESTA SALTENA",5,"1",2007,"31A"
"82047","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","PROPUESTA SALTENA",7,"1",2007,"31A"
"82048","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","PROPUESTA SALTENA",7,"1",2007,"31A"
"82056","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",134,"1",2007,"31A"
"82057","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",117,"1",2007,"31A"
"82058","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",129,"1",2007,"31A"
"82061","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"31A"
"82062","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"31A"
"82063","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",2,"1",2007,"31A"
"82066","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","CONCERTACION SALTENA",4,"1",2007,"31A"
"82067","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","CONCERTACION SALTENA",4,"1",2007,"31A"
"82068","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","CONCERTACION SALTENA",4,"1",2007,"31A"
"82080","S. RAMON DE LA NUEVA ORAN",1568,"GOBERNADOR","VOTOS EN BLANCO",24,"1",2007,"31A"
"82081","S. RAMON DE LA NUEVA ORAN",1568,"SENADOR","VOTOS EN BLANCO",50,"1",2007,"31A"
"82082","S. RAMON DE LA NUEVA ORAN",1568,"DIPUTADO","VOTOS EN BLANCO",38,"1",2007,"31A"
"82119","EMBARCACION",3694,"GOBERNADOR","PJ - FRE.JU.VI.",162,"0",2007,"40A"
"82120","EMBARCACION",3694,"SENADOR","PJ - FRE.JU.VI.",161,"0",2007,"40A"
"82121","EMBARCACION",3694,"DIPUTADO","PJ - FRE.JU.VI.",161,"0",2007,"40A"
"82129","EMBARCACION",3694,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"40A"
"82130","EMBARCACION",3694,"SENADOR","PARTIDO HUMANISTA",0,"0",2007,"40A"
"82131","EMBARCACION",3694,"DIPUTADO","PARTIDO HUMANISTA",0,"0",2007,"40A"
"82165","EMBARCACION",3694,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",2,"0",2007,"40A"
"82166","EMBARCACION",3694,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",3,"0",2007,"40A"
"82167","EMBARCACION",3694,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",3,"0",2007,"40A"
"82192","EMBARCACION",3694,"DIPUTADO","UNION VICTORIA POPULAR",0,"0",2007,"40A"
"82196","EMBARCACION",3694,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"40A"
"82198","EMBARCACION",3694,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"40A"
"82199","EMBARCACION",3694,"SENADOR","PARTIDO DEL OBRERO",1,"0",2007,"40A"
"82200","EMBARCACION",3694,"DIPUTADO","PARTIDO DEL OBRERO",1,"0",2007,"40A"
"82201","EMBARCACION",3694,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"40A"
"82204","EMBARCACION",3694,"GOBERNADOR","PROPUESTA SALTENA",3,"0",2007,"40A"
"82205","EMBARCACION",3694,"DIPUTADO","PROPUESTA SALTENA",3,"0",2007,"40A"
"82212","EMBARCACION",3694,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",148,"0",2007,"40A"
"82213","EMBARCACION",3694,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",133,"0",2007,"40A"
"82214","EMBARCACION",3694,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",134,"0",2007,"40A"
"82217","EMBARCACION",3694,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"40A"
"82218","EMBARCACION",3694,"GOBERNADOR","CONCERTACION SALTENA",1,"0",2007,"40A"
"82219","EMBARCACION",3694,"SENADOR","CONCERTACION SALTENA",1,"0",2007,"40A"
"82220","EMBARCACION",3694,"DIPUTADO","CONCERTACION SALTENA",1,"0",2007,"40A"
"82232","EMBARCACION",3694,"GOBERNADOR","VOTOS EN BLANCO",13,"0",2007,"40A"
"82233","EMBARCACION",3694,"SENADOR","VOTOS EN BLANCO",31,"0",2007,"40A"
"82234","EMBARCACION",3694,"DIPUTADO","VOTOS EN BLANCO",27,"0",2007,"40A"
"82271","CERRILLOS",3843,"GOBERNADOR","PJ - FRE.JU.VI.",172,"0",2007,"52A"
"82272","CERRILLOS",3843,"SENADOR","PJ - FRE.JU.VI.",173,"0",2007,"52A"
"82273","CERRILLOS",3843,"DIPUTADO","PJ - FRE.JU.VI.",155,"0",2007,"52A"
"82279","CERRILLOS",3843,"SENADOR","PARTIDO DEMOCRATA CRISTIANO",1,"0",2007,"52A"
"82280","CERRILLOS",3843,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",0,"0",2007,"52A"
"82288","CERRILLOS",3843,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"52A"
"82295","CERRILLOS",3843,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"52A"
"82320","CERRILLOS",3843,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"52A"
"82321","CERRILLOS",3843,"SENADOR","MOVIMIENTO POPULAR SALTENO",3,"0",2007,"52A"
"82322","CERRILLOS",3843,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",2,"0",2007,"52A"
"82327","CERRILLOS",3843,"GOBERNADOR","PARTIDO DEL OBRERO",2,"0",2007,"52A"
"82329","CERRILLOS",3843,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"52A"
"82332","CERRILLOS",3843,"GOBERNADOR","PROPUESTA SALTENA",13,"0",2007,"52A"
"82333","CERRILLOS",3843,"SENADOR","PROPUESTA SALTENA",19,"0",2007,"52A"
"82334","CERRILLOS",3843,"DIPUTADO","PROPUESTA SALTENA",27,"0",2007,"52A"
"82345","CERRILLOS",3843,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",129,"0",2007,"52A"
"82346","CERRILLOS",3843,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",67,"0",2007,"52A"
"82347","CERRILLOS",3843,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",56,"0",2007,"52A"
"82351","CERRILLOS",3843,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"52A"
"82352","CERRILLOS",3843,"GOBERNADOR","CONCERTACION SALTENA",15,"0",2007,"52A"
"82353","CERRILLOS",3843,"SENADOR","CONCERTACION SALTENA",40,"0",2007,"52A"
"82354","CERRILLOS",3843,"DIPUTADO","CONCERTACION SALTENA",59,"0",2007,"52A"
"82367","CERRILLOS",3843,"GOBERNADOR","VOTOS EN BLANCO",15,"0",2007,"52A"
"82368","CERRILLOS",3843,"SENADOR","VOTOS EN BLANCO",46,"0",2007,"52A"
"82369","CERRILLOS",3843,"DIPUTADO","VOTOS EN BLANCO",50,"0",2007,"52A"
"82411","S. RAMON DE LA NUEVA ORAN",3612,"GOBERNADOR","PJ - FRE.JU.VI.",122,"1",2007,"31A"
"82412","S. RAMON DE LA NUEVA ORAN",3612,"SENADOR","PJ - FRE.JU.VI.",108,"1",2007,"31A"
"82413","S. RAMON DE LA NUEVA ORAN",3612,"DIPUTADO","PJ - FRE.JU.VI.",110,"1",2007,"31A"
"82422","S. RAMON DE LA NUEVA ORAN",3612,"GOBERNADOR","PARTIDO HUMANISTA",2,"1",2007,"31A"
"82423","S. RAMON DE LA NUEVA ORAN",3612,"SENADOR","PARTIDO HUMANISTA",2,"1",2007,"31A"
"82424","S. RAMON DE LA NUEVA ORAN",3612,"DIPUTADO","PARTIDO HUMANISTA",2,"1",2007,"31A"
"82433","S. RAMON DE LA NUEVA ORAN",3612,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"31A"
"82434","S. RAMON DE LA NUEVA ORAN",3612,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"31A"
"82435","S. RAMON DE LA NUEVA ORAN",3612,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"31A"
"82451","EMBARCACION",3698,"GOBERNADOR","PJ - FRE.JU.VI.",104,"0",2007,"41A"
"82452","EMBARCACION",3698,"SENADOR","PJ - FRE.JU.VI.",104,"0",2007,"41A"
"82453","EMBARCACION",3698,"DIPUTADO","PJ - FRE.JU.VI.",104,"0",2007,"41A"
"82461","EMBARCACION",3698,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"41A"
"82462","EMBARCACION",3698,"SENADOR","PARTIDO HUMANISTA",0,"0",2007,"41A"
"82463","EMBARCACION",3698,"DIPUTADO","PARTIDO HUMANISTA",0,"0",2007,"41A"
"82470","EMBARCACION",3698,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"41A"
"82471","EMBARCACION",3698,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"41A"
"82472","EMBARCACION",3698,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"41A"
"82497","EMBARCACION",3698,"DIPUTADO","UNION VICTORIA POPULAR",0,"0",2007,"41A"
"82501","EMBARCACION",3698,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"41A"
"82503","EMBARCACION",3698,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"41A"
"82504","EMBARCACION",3698,"SENADOR","PARTIDO DEL OBRERO",0,"0",2007,"41A"
"82505","EMBARCACION",3698,"DIPUTADO","PARTIDO DEL OBRERO",0,"0",2007,"41A"
"82506","EMBARCACION",3698,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"41A"
"82509","EMBARCACION",3698,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"41A"
"82510","EMBARCACION",3698,"DIPUTADO","PROPUESTA SALTENA",0,"0",2007,"41A"
"82517","EMBARCACION",3698,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",168,"0",2007,"41A"
"82518","EMBARCACION",3698,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",169,"0",2007,"41A"
"82519","EMBARCACION",3698,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",169,"0",2007,"41A"
"82522","EMBARCACION",3698,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"41A"
"82523","EMBARCACION",3698,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"41A"
"82524","EMBARCACION",3698,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"41A"
"82525","EMBARCACION",3698,"DIPUTADO","CONCERTACION SALTENA",0,"0",2007,"41A"
"82537","EMBARCACION",3698,"GOBERNADOR","VOTOS EN BLANCO",9,"0",2007,"41A"
"82538","EMBARCACION",3698,"SENADOR","VOTOS EN BLANCO",8,"0",2007,"41A"
"82539","EMBARCACION",3698,"DIPUTADO","VOTOS EN BLANCO",8,"0",2007,"41A"
"82577","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","PJ - FRE.JU.VI.",99,"1",2007,"31A"
"82578","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","PJ - FRE.JU.VI.",91,"1",2007,"31A"
"82579","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","PJ - FRE.JU.VI.",91,"1",2007,"31A"
"82588","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"31A"
"82589","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","PARTIDO HUMANISTA",1,"1",2007,"31A"
"82590","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","PARTIDO HUMANISTA",1,"1",2007,"31A"
"82599","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"31A"
"82600","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"31A"
"82601","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"31A"
"82627","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"31A"
"82628","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","PARTIDO DEL OBRERO",15,"1",2007,"31A"
"82629","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","PARTIDO DEL OBRERO",16,"1",2007,"31A"
"82630","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","PARTIDO DEL OBRERO",16,"1",2007,"31A"
"82634","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","PARTIDO NUEVA GENERACION",3,"1",2007,"31A"
"82637","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","PROPUESTA SALTENA",1,"1",2007,"31A"
"82638","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","PROPUESTA SALTENA",1,"1",2007,"31A"
"82639","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","PROPUESTA SALTENA",2,"1",2007,"31A"
"82647","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",118,"1",2007,"31A"
"82648","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",125,"1",2007,"31A"
"82649","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",114,"1",2007,"31A"
"82652","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"31A"
"82653","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"31A"
"82654","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"31A"
"82657","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","CONCERTACION SALTENA",7,"1",2007,"31A"
"82658","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","CONCERTACION SALTENA",7,"1",2007,"31A"
"82659","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","CONCERTACION SALTENA",7,"1",2007,"31A"
"82671","S. RAMON DE LA NUEVA ORAN",1565,"GOBERNADOR","VOTOS EN BLANCO",45,"1",2007,"31A"
"82672","S. RAMON DE LA NUEVA ORAN",1565,"SENADOR","VOTOS EN BLANCO",49,"1",2007,"31A"
"82673","S. RAMON DE LA NUEVA ORAN",1565,"DIPUTADO","VOTOS EN BLANCO",59,"1",2007,"31A"
"82710","EMBARCACION",3697,"GOBERNADOR","PJ - FRE.JU.VI.",20,"0",2007,"40C"
"82711","EMBARCACION",3697,"SENADOR","PJ - FRE.JU.VI.",20,"0",2007,"40C"
"82712","EMBARCACION",3697,"DIPUTADO","PJ - FRE.JU.VI.",20,"0",2007,"40C"
