"","Municipio","Mesa","Cargo","Lista","Votos","VE","Year","Circuito"
"24847","SALTA",1026,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",3,"1",2007,"1E"
"24850","SALTA",1026,"DIPUTADO","FRENTE GRANDE",26,"1",2007,"1E"
"24865","SALTA",1026,"DIPUTADO","CORRIENTE PATRIA LIBRE",14,"1",2007,"1E"
"24874","SALTA",1026,"DIPUTADO","UNION VICTORIA POPULAR",3,"1",2007,"1E"
"24878","SALTA",1026,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"1E"
"24879","SALTA",1026,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"1E"
"24883","SALTA",1026,"GOBERNADOR","PARTIDO DEL OBRERO",12,"1",2007,"1E"
"24884","SALTA",1026,"DIPUTADO","PARTIDO DEL OBRERO",15,"1",2007,"1E"
"24887","SALTA",1026,"DIPUTADO","VECINOS UNIDOS",7,"1",2007,"1E"
"24889","SALTA",1026,"GOBERNADOR","PARTIDO NUEVA GENERACION",10,"1",2007,"1E"
"24890","SALTA",1026,"DIPUTADO","PARTIDO NUEVA GENERACION",11,"1",2007,"1E"
"24895","SALTA",1026,"GOBERNADOR","PROPUESTA SALTENA",14,"1",2007,"1E"
"24896","SALTA",1026,"DIPUTADO","PROPUESTA SALTENA",16,"1",2007,"1E"
"24904","SALTA",1026,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",97,"1",2007,"1E"
"24905","SALTA",1026,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",71,"1",2007,"1E"
"24908","SALTA",1026,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"1E"
"24909","SALTA",1026,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"1E"
"24912","SALTA",1026,"GOBERNADOR","CONCERTACION SALTENA",3,"1",2007,"1E"
"24913","SALTA",1026,"DIPUTADO","CONCERTACION SALTENA",5,"1",2007,"1E"
"24925","SALTA",1026,"GOBERNADOR","VOTOS EN BLANCO",21,"1",2007,"1E"
"24926","SALTA",1026,"DIPUTADO","VOTOS EN BLANCO",0,"1",2007,"1E"
"24958","GENERAL GUEMES",3441,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12B"
"24959","GENERAL GUEMES",3441,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12B"
"24962","GENERAL GUEMES",3441,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",83,"0",2007,"12B"
"24963","GENERAL GUEMES",3441,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"12B"
"24964","GENERAL GUEMES",3441,"DIPUTADO","PARTIDO DEL OBRERO",0,"0",2007,"12B"
"24966","GENERAL GUEMES",3441,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"12B"
"24969","GENERAL GUEMES",3441,"GOBERNADOR","PROPUESTA SALTENA",3,"0",2007,"12B"
"24970","GENERAL GUEMES",3441,"DIPUTADO","PROPUESTA SALTENA",2,"0",2007,"12B"
"24979","GENERAL GUEMES",3441,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",147,"0",2007,"12B"
"24980","GENERAL GUEMES",3441,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",46,"0",2007,"12B"
"24982","GENERAL GUEMES",3441,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12B"
"24983","GENERAL GUEMES",3441,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12B"
"24984","GENERAL GUEMES",3441,"GOBERNADOR","CONCERTACION SALTENA",7,"0",2007,"12B"
"24985","GENERAL GUEMES",3441,"DIPUTADO","CONCERTACION SALTENA",16,"0",2007,"12B"
"24997","GENERAL GUEMES",3441,"GOBERNADOR","VOTOS EN BLANCO",27,"0",2007,"12B"
"24998","GENERAL GUEMES",3441,"DIPUTADO","VOTOS EN BLANCO",90,"0",2007,"12B"
"25031","EL GALPON",1453,"GOBERNADOR","PJ - FRE.JU.VI.",72,"0",2007,"18B"
"25032","EL GALPON",1453,"SENADOR","PJ - FRE.JU.VI.",73,"0",2007,"18B"
"25040","EL GALPON",1453,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"18B"
"25047","EL GALPON",1453,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"18B"
"25071","EL GALPON",1453,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"18B"
"25072","EL GALPON",1453,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"18B"
"25073","EL GALPON",1453,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"18B"
"25076","EL GALPON",1453,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"18B"
"25081","EL GALPON",1453,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",90,"0",2007,"18B"
"25082","EL GALPON",1453,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",83,"0",2007,"18B"
"25085","EL GALPON",1453,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"18B"
"25086","EL GALPON",1453,"SENADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"18B"
"25087","EL GALPON",1453,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"18B"
"25088","EL GALPON",1453,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"18B"
"25100","EL GALPON",1453,"GOBERNADOR","VOTOS EN BLANCO",10,"0",2007,"18B"
"25101","EL GALPON",1453,"SENADOR","VOTOS EN BLANCO",17,"0",2007,"18B"
"25134","LAS LAJITAS",3497,"GOBERNADOR","PJ - FRE.JU.VI.",24,"0",2007,"20A"
"25135","LAS LAJITAS",3497,"SENADOR","PJ - FRE.JU.VI.",13,"0",2007,"20A"
"25143","LAS LAJITAS",3497,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"20A"
"25150","LAS LAJITAS",3497,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"20A"
"25173","LAS LAJITAS",3497,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"20A"
"25174","LAS LAJITAS",3497,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",18,"0",2007,"20A"
"25177","LAS LAJITAS",3497,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"20A"
"25178","LAS LAJITAS",3497,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"0",2007,"20A"
"25181","LAS LAJITAS",3497,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"20A"
"25186","LAS LAJITAS",3497,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",14,"0",2007,"20A"
"25187","LAS LAJITAS",3497,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",9,"0",2007,"20A"
"25190","LAS LAJITAS",3497,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"20A"
"25191","LAS LAJITAS",3497,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"20A"
"25192","LAS LAJITAS",3497,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"20A"
"25204","LAS LAJITAS",3497,"GOBERNADOR","VOTOS EN BLANCO",2,"0",2007,"20A"
"25205","LAS LAJITAS",3497,"SENADOR","VOTOS EN BLANCO",2,"0",2007,"20A"
"25238","GENERAL PIZARRO",1476,"GOBERNADOR","PJ - FRE.JU.VI.",160,"0",2007,"22D"
"25239","GENERAL PIZARRO",1476,"SENADOR","PJ - FRE.JU.VI.",142,"0",2007,"22D"
"25247","GENERAL PIZARRO",1476,"GOBERNADOR","PARTIDO HUMANISTA",1,"0",2007,"22D"
"25254","GENERAL PIZARRO",1476,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"22D"
"25277","GENERAL PIZARRO",1476,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22D"
"25278","GENERAL PIZARRO",1476,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",36,"0",2007,"22D"
"25281","GENERAL PIZARRO",1476,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"22D"
"25282","GENERAL PIZARRO",1476,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"22D"
"25285","GENERAL PIZARRO",1476,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"22D"
"25290","GENERAL PIZARRO",1476,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",42,"0",2007,"22D"
"25291","GENERAL PIZARRO",1476,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",26,"0",2007,"22D"
"25294","GENERAL PIZARRO",1476,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"22D"
"25295","GENERAL PIZARRO",1476,"GOBERNADOR","CONCERTACION SALTENA",1,"0",2007,"22D"
"25296","GENERAL PIZARRO",1476,"SENADOR","CONCERTACION SALTENA",1,"0",2007,"22D"
"25306","GENERAL PIZARRO",1476,"GOBERNADOR","VOTOS EN BLANCO",9,"0",2007,"22D"
"25307","GENERAL PIZARRO",1476,"SENADOR","VOTOS EN BLANCO",10,"0",2007,"22D"
"25340","SAN JOSE DE METAN",3470,"GOBERNADOR","PJ - FRE.JU.VI.",87,"1",2007,"15C"
"25341","SAN JOSE DE METAN",3470,"SENADOR","PJ - FRE.JU.VI.",99,"1",2007,"15C"
"25349","SAN JOSE DE METAN",3470,"GOBERNADOR","PARTIDO HUMANISTA",0,"1",2007,"15C"
"25356","SAN JOSE DE METAN",3470,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"15C"
"25383","SAN JOSE DE METAN",3470,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"15C"
"25384","SAN JOSE DE METAN",3470,"GOBERNADOR","PARTIDO DEL OBRERO",1,"1",2007,"15C"
"25387","SAN JOSE DE METAN",3470,"GOBERNADOR","PARTIDO NUEVA GENERACION",2,"1",2007,"15C"
"25390","SAN JOSE DE METAN",3470,"GOBERNADOR","PROPUESTA SALTENA",0,"1",2007,"15C"
"25395","SAN JOSE DE METAN",3470,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",187,"1",2007,"15C"
"25396","SAN JOSE DE METAN",3470,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",150,"1",2007,"15C"
"25399","SAN JOSE DE METAN",3470,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"15C"
"25400","SAN JOSE DE METAN",3470,"SENADOR","ENCUENTRO POPULAR AMPLIO",0,"1",2007,"15C"
"25403","SAN JOSE DE METAN",3470,"GOBERNADOR","CONCERTACION SALTENA",9,"1",2007,"15C"
"25404","SAN JOSE DE METAN",3470,"SENADOR","CONCERTACION SALTENA",10,"1",2007,"15C"
"25416","SAN JOSE DE METAN",3470,"GOBERNADOR","VOTOS EN BLANCO",25,"1",2007,"15C"
"25417","SAN JOSE DE METAN",3470,"SENADOR","VOTOS EN BLANCO",53,"1",2007,"15C"
"25450","SALTA",1070,"GOBERNADOR","PJ - FRE.JU.VI.",111,"0",2007,"2D"
"25451","SALTA",1070,"DIPUTADO","PJ - FRE.JU.VI.",80,"0",2007,"2D"
"25456","SALTA",1070,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",4,"0",2007,"2D"
"25462","SALTA",1070,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",17,"0",2007,"2D"
"25464","SALTA",1070,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"2D"
"25465","SALTA",1070,"DIPUTADO","PARTIDO HUMANISTA",0,"0",2007,"2D"
"25474","SALTA",1070,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"2D"
"25475","SALTA",1070,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"2D"
"25478","SALTA",1070,"DIPUTADO","FRENTE GRANDE",24,"0",2007,"2D"
"25493","SALTA",1070,"DIPUTADO","CORRIENTE PATRIA LIBRE",23,"0",2007,"2D"
"25504","SALTA",3013,"GOBERNADOR","PJ - FRE.JU.VI.",117,"1",2007,"1C"
"25505","SALTA",3013,"DIPUTADO","PJ - FRE.JU.VI.",63,"1",2007,"1C"
"25510","SALTA",3013,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",4,"1",2007,"1C"
"25516","SALTA",3013,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",15,"1",2007,"1C"
"25518","SALTA",3013,"GOBERNADOR","PARTIDO HUMANISTA",1,"1",2007,"1C"
"25519","SALTA",3013,"DIPUTADO","PARTIDO HUMANISTA",0,"1",2007,"1C"
"25528","SALTA",3013,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"1",2007,"1C"
"25529","SALTA",3013,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"1",2007,"1C"
"25532","SALTA",3013,"DIPUTADO","FRENTE GRANDE",13,"1",2007,"1C"
"25547","SALTA",3013,"DIPUTADO","CORRIENTE PATRIA LIBRE",22,"1",2007,"1C"
"25556","SALTA",3013,"DIPUTADO","UNION VICTORIA POPULAR",1,"1",2007,"1C"
"25560","SALTA",3013,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"1C"
"25561","SALTA",3013,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"1",2007,"1C"
"25565","SALTA",3013,"GOBERNADOR","PARTIDO DEL OBRERO",8,"1",2007,"1C"
"25566","SALTA",3013,"DIPUTADO","PARTIDO DEL OBRERO",13,"1",2007,"1C"
"25569","SALTA",3013,"DIPUTADO","VECINOS UNIDOS",4,"1",2007,"1C"
"25571","SALTA",3013,"GOBERNADOR","PARTIDO NUEVA GENERACION",6,"1",2007,"1C"
"25572","SALTA",3013,"DIPUTADO","PARTIDO NUEVA GENERACION",8,"1",2007,"1C"
"25577","SALTA",3013,"GOBERNADOR","PROPUESTA SALTENA",21,"1",2007,"1C"
"25578","SALTA",3013,"DIPUTADO","PROPUESTA SALTENA",23,"1",2007,"1C"
"25586","SALTA",3013,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",80,"1",2007,"1C"
"25587","SALTA",3013,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",16,"1",2007,"1C"
"25590","SALTA",3013,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",3,"1",2007,"1C"
"25591","SALTA",3013,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",4,"1",2007,"1C"
"25594","SALTA",3013,"GOBERNADOR","CONCERTACION SALTENA",15,"1",2007,"1C"
"25595","SALTA",3013,"DIPUTADO","CONCERTACION SALTENA",21,"1",2007,"1C"
"25607","SALTA",3013,"GOBERNADOR","VOTOS EN BLANCO",8,"1",2007,"1C"
"25608","SALTA",3013,"DIPUTADO","VOTOS EN BLANCO",53,"1",2007,"1C"
"25639","SALTA",1070,"DIPUTADO","UNION VICTORIA POPULAR",3,"0",2007,"2D"
"25643","SALTA",1070,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"2D"
"25644","SALTA",1070,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"2D"
"25648","SALTA",1070,"GOBERNADOR","PARTIDO DEL OBRERO",9,"0",2007,"2D"
"25649","SALTA",1070,"DIPUTADO","PARTIDO DEL OBRERO",13,"0",2007,"2D"
"25652","SALTA",1070,"DIPUTADO","VECINOS UNIDOS",23,"0",2007,"2D"
"25654","SALTA",1070,"GOBERNADOR","PARTIDO NUEVA GENERACION",6,"0",2007,"2D"
"25655","SALTA",1070,"DIPUTADO","PARTIDO NUEVA GENERACION",7,"0",2007,"2D"
"25660","SALTA",1070,"GOBERNADOR","PROPUESTA SALTENA",13,"0",2007,"2D"
"25661","SALTA",1070,"DIPUTADO","PROPUESTA SALTENA",12,"0",2007,"2D"
"25669","SALTA",1070,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",117,"0",2007,"2D"
"25670","SALTA",1070,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",40,"0",2007,"2D"
"25673","SALTA",1070,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"2D"
"25674","SALTA",1070,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"2D"
"25677","SALTA",1070,"GOBERNADOR","CONCERTACION SALTENA",4,"0",2007,"2D"
"25678","SALTA",1070,"DIPUTADO","CONCERTACION SALTENA",5,"0",2007,"2D"
"25690","SALTA",1070,"GOBERNADOR","VOTOS EN BLANCO",16,"0",2007,"2D"
"25691","SALTA",1070,"DIPUTADO","VOTOS EN BLANCO",24,"0",2007,"2D"
"25724","GENERAL GUEMES",3443,"GOBERNADOR","PJ - FRE.JU.VI.",159,"0",2007,"12B"
"25725","GENERAL GUEMES",3443,"DIPUTADO","PJ - FRE.JU.VI.",92,"0",2007,"12B"
"25733","GENERAL GUEMES",3443,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"12B"
"25740","GENERAL GUEMES",3443,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12B"
"25741","GENERAL GUEMES",3443,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",1,"0",2007,"12B"
"25744","GENERAL GUEMES",3443,"DIPUTADO","FRENTE GRANDE",26,"0",2007,"12B"
"25769","GENERAL GUEMES",3443,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12B"
"25770","GENERAL GUEMES",3443,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"12B"
"25773","GENERAL GUEMES",3443,"DIPUTADO","MOVIMIENTO REGIONAL DEL PUEBLO",109,"0",2007,"12B"
"25774","GENERAL GUEMES",3443,"GOBERNADOR","PARTIDO DEL OBRERO",2,"0",2007,"12B"
"25775","GENERAL GUEMES",3443,"DIPUTADO","PARTIDO DEL OBRERO",1,"0",2007,"12B"
"25777","GENERAL GUEMES",3443,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"12B"
"25780","GENERAL GUEMES",3443,"GOBERNADOR","PROPUESTA SALTENA",2,"0",2007,"12B"
"25781","GENERAL GUEMES",3443,"DIPUTADO","PROPUESTA SALTENA",3,"0",2007,"12B"
"25790","GENERAL GUEMES",3443,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",139,"0",2007,"12B"
"25791","GENERAL GUEMES",3443,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",34,"0",2007,"12B"
"25793","GENERAL GUEMES",3443,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12B"
"25794","GENERAL GUEMES",3443,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"12B"
"25795","GENERAL GUEMES",3443,"GOBERNADOR","CONCERTACION SALTENA",7,"0",2007,"12B"
"25796","GENERAL GUEMES",3443,"DIPUTADO","CONCERTACION SALTENA",15,"0",2007,"12B"
"25808","GENERAL GUEMES",3443,"GOBERNADOR","VOTOS EN BLANCO",23,"0",2007,"12B"
"25809","GENERAL GUEMES",3443,"DIPUTADO","VOTOS EN BLANCO",52,"0",2007,"12B"
"25813","APOLINARIO SARAVIA",1474,"GOBERNADOR","PJ - FRE.JU.VI.",117,"0",2007,"22C"
"25814","APOLINARIO SARAVIA",1474,"SENADOR","PJ - FRE.JU.VI.",40,"0",2007,"22C"
"25822","APOLINARIO SARAVIA",1474,"GOBERNADOR","PARTIDO HUMANISTA",3,"0",2007,"22C"
"25829","APOLINARIO SARAVIA",1474,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"22C"
"25852","APOLINARIO SARAVIA",1474,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22C"
"25853","APOLINARIO SARAVIA",1474,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",94,"0",2007,"22C"
"25856","APOLINARIO SARAVIA",1474,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"22C"
"25857","APOLINARIO SARAVIA",1474,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"22C"
"25860","APOLINARIO SARAVIA",1474,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"22C"
"25869","APOLINARIO SARAVIA",1474,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",38,"0",2007,"22C"
"25870","APOLINARIO SARAVIA",1474,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",11,"0",2007,"22C"
"25873","APOLINARIO SARAVIA",1474,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",2,"0",2007,"22C"
"25874","APOLINARIO SARAVIA",1474,"GOBERNADOR","CONCERTACION SALTENA",3,"0",2007,"22C"
"25875","APOLINARIO SARAVIA",1474,"SENADOR","CONCERTACION SALTENA",3,"0",2007,"22C"
"25887","APOLINARIO SARAVIA",1474,"GOBERNADOR","VOTOS EN BLANCO",10,"0",2007,"22C"
"25888","APOLINARIO SARAVIA",1474,"SENADOR","VOTOS EN BLANCO",25,"0",2007,"22C"
"25921","SALTA",1071,"GOBERNADOR","PJ - FRE.JU.VI.",119,"0",2007,"2D"
"25922","SALTA",1071,"DIPUTADO","PJ - FRE.JU.VI.",59,"0",2007,"2D"
"25927","SALTA",1071,"DIPUTADO","PARTIDO DEMOCRATA CRISTIANO",5,"0",2007,"2D"
"25933","SALTA",1071,"DIPUTADO","PARTIDO CONSERVADOR POPULAR",11,"0",2007,"2D"
"25935","SALTA",1071,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"2D"
"25936","SALTA",1071,"DIPUTADO","PARTIDO HUMANISTA",0,"0",2007,"2D"
"25945","SALTA",1071,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"2D"
"25946","SALTA",1071,"DIPUTADO","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"2D"
"25949","SALTA",1071,"DIPUTADO","FRENTE GRANDE",31,"0",2007,"2D"
"25964","SALTA",1071,"DIPUTADO","CORRIENTE PATRIA LIBRE",37,"0",2007,"2D"
"25973","SALTA",1071,"DIPUTADO","UNION VICTORIA POPULAR",16,"0",2007,"2D"
"25977","SALTA",1071,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"2D"
"25978","SALTA",1071,"DIPUTADO","MOVIMIENTO POPULAR SALTENO",1,"0",2007,"2D"
"25982","SALTA",1071,"GOBERNADOR","PARTIDO DEL OBRERO",15,"0",2007,"2D"
"25983","SALTA",1071,"DIPUTADO","PARTIDO DEL OBRERO",22,"0",2007,"2D"
"25986","SALTA",1071,"DIPUTADO","VECINOS UNIDOS",11,"0",2007,"2D"
"25988","SALTA",1071,"GOBERNADOR","PARTIDO NUEVA GENERACION",5,"0",2007,"2D"
"25989","SALTA",1071,"DIPUTADO","PARTIDO NUEVA GENERACION",6,"0",2007,"2D"
"26022","GENERAL PIZARRO",1477,"GOBERNADOR","PJ - FRE.JU.VI.",82,"0",2007,"22E"
"26023","GENERAL PIZARRO",1477,"SENADOR","PJ - FRE.JU.VI.",82,"0",2007,"22E"
"26031","GENERAL PIZARRO",1477,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"22E"
"26038","GENERAL PIZARRO",1477,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"22E"
"26061","GENERAL PIZARRO",1477,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"22E"
"26062","GENERAL PIZARRO",1477,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",74,"0",2007,"22E"
"26065","GENERAL PIZARRO",1477,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"22E"
"26066","GENERAL PIZARRO",1477,"GOBERNADOR","PARTIDO NUEVA GENERACION",1,"0",2007,"22E"
"26069","GENERAL PIZARRO",1477,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"22E"
"26074","GENERAL PIZARRO",1477,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",54,"0",2007,"22E"
"26075","GENERAL PIZARRO",1477,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",39,"0",2007,"22E"
"26078","GENERAL PIZARRO",1477,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"22E"
"26079","GENERAL PIZARRO",1477,"GOBERNADOR","CONCERTACION SALTENA",1,"0",2007,"22E"
"26080","GENERAL PIZARRO",1477,"SENADOR","CONCERTACION SALTENA",1,"0",2007,"22E"
"26090","GENERAL PIZARRO",1477,"GOBERNADOR","VOTOS EN BLANCO",65,"0",2007,"22E"
"26091","GENERAL PIZARRO",1477,"SENADOR","VOTOS EN BLANCO",7,"0",2007,"22E"
"26125","SALTA",1071,"GOBERNADOR","PROPUESTA SALTENA",7,"0",2007,"2D"
"26126","SALTA",1071,"DIPUTADO","PROPUESTA SALTENA",13,"0",2007,"2D"
"26134","SALTA",1071,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",137,"0",2007,"2D"
"26135","SALTA",1071,"DIPUTADO","F.PARA LA VICTORIA-P.RENOVADOR",35,"0",2007,"2D"
"26138","SALTA",1071,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"2D"
"26139","SALTA",1071,"DIPUTADO","ENCUENTRO POPULAR AMPLIO",1,"0",2007,"2D"
"26142","SALTA",1071,"GOBERNADOR","CONCERTACION SALTENA",5,"0",2007,"2D"
"26143","SALTA",1071,"DIPUTADO","CONCERTACION SALTENA",3,"0",2007,"2D"
"26155","SALTA",1071,"GOBERNADOR","VOTOS EN BLANCO",4,"0",2007,"2D"
"26156","SALTA",1071,"DIPUTADO","VOTOS EN BLANCO",43,"0",2007,"2D"
"26189","LAS LAJITAS",3496,"GOBERNADOR","PJ - FRE.JU.VI.",15,"0",2007,"19A"
"26190","LAS LAJITAS",3496,"SENADOR","PJ - FRE.JU.VI.",9,"0",2007,"19A"
"26198","LAS LAJITAS",3496,"GOBERNADOR","PARTIDO HUMANISTA",0,"0",2007,"19A"
"26205","LAS LAJITAS",3496,"GOBERNADOR","MOV. SOC. DE LOS TRABAJADORES",0,"0",2007,"19A"
"26228","LAS LAJITAS",3496,"GOBERNADOR","MOVIMIENTO POPULAR SALTENO",0,"0",2007,"19A"
"26229","LAS LAJITAS",3496,"SENADOR","MOVIMIENTO REGIONAL DEL PUEBLO",6,"0",2007,"19A"
"26232","LAS LAJITAS",3496,"GOBERNADOR","PARTIDO DEL OBRERO",0,"0",2007,"19A"
"26233","LAS LAJITAS",3496,"GOBERNADOR","PARTIDO NUEVA GENERACION",0,"0",2007,"19A"
"26236","LAS LAJITAS",3496,"GOBERNADOR","PROPUESTA SALTENA",0,"0",2007,"19A"
"26241","LAS LAJITAS",3496,"GOBERNADOR","F.PARA LA VICTORIA-P.RENOVADOR",8,"0",2007,"19A"
"26242","LAS LAJITAS",3496,"SENADOR","F.PARA LA VICTORIA-P.RENOVADOR",8,"0",2007,"19A"
"26245","LAS LAJITAS",3496,"GOBERNADOR","ENCUENTRO POPULAR AMPLIO",0,"0",2007,"19A"
"26246","LAS LAJITAS",3496,"GOBERNADOR","CONCERTACION SALTENA",0,"0",2007,"19A"
"26247","LAS LAJITAS",3496,"SENADOR","CONCERTACION SALTENA",0,"0",2007,"19A"
"26259","LAS LAJITAS",3496,"GOBERNADOR","VOTOS EN BLANCO",0,"0",2007,"19A"
